"No","FXY","ElementName_en","CodeFigure","EntryName_en","EntryName_sub1_en","EntryName_sub2_en","Note_en","Status"
377.00,"002004","Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported","10-14","Reserved",,,,"Operational"
378.00,"002004","Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported","15","Missing value",,,,"Operational"
379.00,"002007","Type of sensor for water level measuring instrument","0","Reserved",,,,"Operational"
380.00,"002007","Type of sensor for water level measuring instrument","1","Shaft encoder float system",,,,"Operational"
381.00,"002007","Type of sensor for water level measuring instrument","2","Ultrasonic",,,,"Operational"
382.00,"002007","Type of sensor for water level measuring instrument","3","Radar",,,,"Operational"
383.00,"002007","Type of sensor for water level measuring instrument","4","Pressure (single transducer)",,,,"Operational"
384.00,"002007","Type of sensor for water level measuring instrument","5","Pressure (multiple transducer)",,,,"Operational"
385.00,"002007","Type of sensor for water level measuring instrument","6","Pressure (in stilling well)",,,,"Operational"
386.00,"002007","Type of sensor for water level measuring instrument","7","Bubbler pressure",,,,"Operational"
387.00,"002007","Type of sensor for water level measuring instrument","8","Acoustic (with sounding tube)",,,,"Operational"
388.00,"002007","Type of sensor for water level measuring instrument","9","Acoustic (in open air)",,,,"Operational"
389.00,"002007","Type of sensor for water level measuring instrument","10-62","Reserved",,,,"Operational"
390.00,"002007","Type of sensor for water level measuring instrument","63","Missing value",,,,"Operational"
399.00,"002011","Radiosonde type",,,,,,"Operational"
400.00,"002012","Radiosonde computational method",,,,,,"Operational"
401.00,"002013","Solar and infrared radiation correction","0","No correction",,,,"Operational"
402.00,"002013","Solar and infrared radiation correction","1","CIMO solar corrected and CIMO infrared corrected",,,,"Operational"
403.00,"002013","Solar and infrared radiation correction","2","CIMO solar corrected and infrared corrected",,,,"Operational"
404.00,"002013","Solar and infrared radiation correction","3","CIMO solar corrected only",,,,"Operational"
405.00,"002013","Solar and infrared radiation correction","4","Solar and infrared corrected automatically by radiosonde system",,,,"Operational"
406.00,"002013","Solar and infrared radiation correction","5","Solar corrected automatically by radiosonde system",,,,"Operational"
407.00,"002013","Solar and infrared radiation correction","6","Solar and infrared corrected as specified by country",,,,"Operational"
408.00,"002013","Solar and infrared radiation correction","7","Solar corrected as specified by country",,,,"Operational"
409.00,"002013","Solar and infrared radiation correction","8","Solar and infrared corrected as specified by GRUAN",,,,"Operational"
410.00,"002013","Solar and infrared radiation correction","9","Solar corrected as specified by GRUAN",,,,"Operational"
411.00,"002013","Solar and infrared radiation correction","10-14","Reserved",,,,"Operational"
412.00,"002013","Solar and infrared radiation correction","15","Missing value",,,,"Operational"
413.00,"002014","Tracking technique/status of system used",,,,,,"Operational"
414.00,"002015","Radiosonde completeness","0","Reserved",,,,"Operational"
415.00,"002015","Radiosonde completeness","1","Pressure only radiosonde",,,,"Operational"
416.00,"002015","Radiosonde completeness","2","Pressure only radiosonde plus transponder",,,,"Operational"
417.00,"002015","Radiosonde completeness","3","Pressure only radiosonde plus radar reflector",,,,"Operational"
418.00,"002015","Radiosonde completeness","4","No-pressure radiosonde plus transponder",,,,"Operational"
419.00,"002015","Radiosonde completeness","5","No-pressure radiosonde plus radar reflector",,,,"Operational"
420.00,"002015","Radiosonde completeness","6-14","Reserved",,,,"Operational"
421.00,"002015","Radiosonde completeness","15","Missing value",,,,"Operational"
422.00,"002016","Radiosonde configuration","1","Train regulator",,,,"Operational"
423.00,"002016","Radiosonde configuration","2","Light unit",,,,"Operational"
424.00,"002016","Radiosonde configuration","3","Parachute",,,,"Operational"
425.00,"002016","Radiosonde configuration","4","Rooftop release",,,,"Operational"
426.00,"002016","Radiosonde configuration","All 5","Missing value",,,,"Operational"
427.00,"002017","Correction algorithms for humidity measurements","0","No corrections",,,,"Operational"
428.00,"002017","Correction algorithms for humidity measurements","1","Time lag correction provided by the manufacturer",,,,"Operational"
429.00,"002017","Correction algorithms for humidity measurements","2","Solar radiation correction provided by the manufacturer",,,,"Operational"
430.00,"002017","Correction algorithms for humidity measurements","3","Solar radiation and time lag correction provided by the manufacturer",,,,"Operational"
431.00,"002017","Correction algorithms for humidity measurements","4-6","Reserved",,,,"Operational"
432.00,"002017","Correction algorithms for humidity measurements","7","GRUAN solar radiation and time lag correction",,,,"Operational"
433.00,"002017","Correction algorithms for humidity measurements","8-30","Reserved",,,,"Operational"
434.00,"002017","Correction algorithms for humidity measurements","31","Missing value",,,,"Operational"
435.00,"002019","Satellite instruments",,,,,,"Operational"
436.00,"002020","Satellite classification","0","Nimbus",,,,"Operational"
437.00,"002020","Satellite classification","1","VTPR",,,,"Operational"
438.00,"002020","Satellite classification","2","Tiros 1 (Tiros, NOAA-6 to NOAA-13)",,,,"Operational"
439.00,"002020","Satellite classification","3","Tiros 2 (NOAA-14 onwards)",,,,"Operational"
440.00,"002020","Satellite classification","10","EOS",,,,"Operational"
441.00,"002020","Satellite classification","20","GPM-core",,,,"Operational"
442.00,"002020","Satellite classification","31","DMSP",,,,"Operational"
443.00,"002020","Satellite classification","61","EUMETSAT Polar System (EPS)",,,,"Operational"
444.00,"002020","Satellite classification","91","ERS",,,,"Operational"
445.00,"002020","Satellite classification","92","Sentinel-3",,,,"Operational"
446.00,"002020","Satellite classification","121","ADEOS",,,,"Operational"
447.00,"002020","Satellite classification","122","GCOM",,,,"Operational"
448.00,"002020","Satellite classification","241","GOES",,,,"Operational"
449.00,"002020","Satellite classification","261","JASON",,,,"Operational"
450.00,"002020","Satellite classification","271","GMS",,,,"Operational"
451.00,"002020","Satellite classification","272","MTSAT",,,,"Operational"
452.00,"002020","Satellite classification","273","Himawari",,,,"Operational"
453.00,"002020","Satellite classification","281","COMS",,,,"Operational"
454.00,"002020","Satellite classification","301","INSAT",,,,"Operational"
455.00,"002020","Satellite classification","331","METEOSAT Operational Programme (MOP)",,,,"Operational"
456.00,"002020","Satellite classification","332","METEOSAT Transitional Programme (MTP)",,,,"Operational"
457.00,"002020","Satellite classification","333","METEOSAT Second Generation Programme (MSG)",,,,"Operational"
458.00,"002020","Satellite classification","351","GOMS",,,,"Operational"
459.00,"002020","Satellite classification","380","FY-1",,,,"Operational"
460.00,"002020","Satellite classification","381","FY-2",,,,"Operational"
461.00,"002020","Satellite classification","382","FY-3",,,,"Operational"
462.00,"002020","Satellite classification","383-400","Reserved",,,,"Operational"
463.00,"002020","Satellite classification","401","GPS",,,,"Operational"
464.00,"002020","Satellite classification","402","GLONASS",,,,"Operational"
465.00,"002020","Satellite classification","403","GALILEO",,,,"Operational"
466.00,"002020","Satellite classification","404","BDS (BeiDou navigation satellite system)",,,,"Operational"
467.00,"002020","Satellite classification","405-510","Reserved",,,,"Operational"
468.00,"002020","Satellite classification","511","Missing value",,,,"Operational"
469.00,"002021","Satellite instrument data used in processing","1","High-resolution infrared sounder (HIRS)",,,,"Operational"
470.00,"002021","Satellite instrument data used in processing","2","Microwave sounding unit (MSU)",,,,"Operational"
471.00,"002021","Satellite instrument data used in processing","3","Stratospheric sounding unit (SSU)",,,,"Operational"
472.00,"002021","Satellite instrument data used in processing","4","AMI (advanced microwave instrument) wind mode",,,,"Operational"
473.00,"002021","Satellite instrument data used in processing","5","AMI (advanced microwave instrument) wave mode",,,,"Operational"
474.00,"002021","Satellite instrument data used in processing","6","AMI (advanced microwave instrument) image mode",,,,"Operational"
475.00,"002021","Satellite instrument data used in processing","7","Radar altimeter",,,,"Operational"
476.00,"002021","Satellite instrument data used in processing","8","ATSR (along-track scanning radiometer)",,,,"Operational"
477.00,"002021","Satellite instrument data used in processing","All 9","Missing value",,,,"Operational"
478.00,"002022","Satellite data-processing technique used","1","Processing technique not defined",,,,"Operational"
479.00,"002022","Satellite data-processing technique used","2","Automated statistical regression",,,,"Operational"
480.00,"002022","Satellite data-processing technique used","3","Clear path",,,,"Operational"
481.00,"002022","Satellite data-processing technique used","4","Partly cloudy path",,,,"Operational"
482.00,"002022","Satellite data-processing technique used","5","Cloudy path",,,,"Operational"
483.00,"002022","Satellite data-processing technique used","6-7","Reserved",,,,"Operational"
484.00,"002022","Satellite data-processing technique used","All 8","Missing value",,,,"Operational"
485.00,"002023","Satellite-derived wind computation method","0","Reserved",,,,"Operational"
486.00,"002023","Satellite-derived wind computation method","1","Wind derived from cloud motion observed in the infrared channel",,,,"Operational"
487.00,"002023","Satellite-derived wind computation method","2","Wind derived from cloud motion observed in the visible channel",,,,"Operational"
488.00,"002023","Satellite-derived wind computation method","3","Wind derived from cloud motion observed in the water vapour channel",,,,"Operational"
489.00,"002023","Satellite-derived wind computation method","4","Wind derived from motion observed in a combination of spectral channels",,,,"Operational"
490.00,"002023","Satellite-derived wind computation method","5","Wind derived from motion observed in the water vapour channel in clear air",,,,"Operational"
491.00,"002023","Satellite-derived wind computation method","6","Wind derived from motion observed in the ozone channel",,,,"Operational"
492.00,"002023","Satellite-derived wind computation method","7","Wind derived from motion observed in water vapour channel (cloud or clear air not specified)",,,,"Operational"
493.00,"002023","Satellite-derived wind computation method","8-12","Reserved",,,,"Operational"
494.00,"002023","Satellite-derived wind computation method","13","Root-mean-square",,,,"Operational"
495.00,"002023","Satellite-derived wind computation method","14","Reserved",,,,"Operational"
