"No","Categry","CategoryOfSequences_en","FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
715.00,"35","Monitoring information","D35002","(Specify monitoring centre)",,"B35001","Time frame for monitoring","Time frame for monitoring",,"Operational"
716.00,"35","Monitoring information","D35002","(Specify monitoring centre)",,"B08036","Type of centre or station performing monitoring","Type of centre or station performing monitoring",,"Operational"
717.00,"35","Monitoring information","D35002","(Specify monitoring centre)",,"B01033","Identification of originating/generating centre","Identification of originating/generating Centre",,"Operational"
718.00,"35","Monitoring information","D35003","(Specify monitoring period)",,"B08021","Time significance","(23) Monitoring period",,"Operational"
719.00,"35","Monitoring information","D35003","(Specify monitoring period)",,"B04001","Year","Year",,"Operational"
720.00,"35","Monitoring information","D35003","(Specify monitoring period)",,"B04002","Month","Month",,"Operational"
721.00,"35","Monitoring information","D35003","(Specify monitoring period)",,"B04003","Day","Day",,"Operational"
722.00,"35","Monitoring information","D35003","(Specify monitoring period)",,"B04004","Hour","Hour",,"Operational"
723.00,"35","Monitoring information","D35003","(Specify monitoring period)",,"B04073","Short time period or displacement","Short period or displacement",,"Operational"
724.00,"35","Monitoring information","D35004","(Specify report type and single station being monitored)",,"B08021","Time significance","(24) Agreed time limit for report reception",,"Operational"
725.00,"35","Monitoring information","D35004","(Specify report type and single station being monitored)",,"B04004","Hour","Hour",,"Operational"
726.00,"35","Monitoring information","D35004","(Specify report type and single station being monitored)",,"B08021","Time significance","(25) Nominal reporting time",,"Operational"
727.00,"35","Monitoring information","D35004","(Specify report type and single station being monitored)",,"B04004","Hour","Hour",,"Operational"
728.00,"35","Monitoring information","D35004","(Specify report type and single station being monitored)",,"B35000","FM and regional code number","FM and Regional code number",,"Operational"
729.00,"35","Monitoring information","D35004","(Specify report type and single station being monitored)",,"D01001",,"(WMO station identifier)",,"Operational"
730.00,"35","Monitoring information","D35004","(Specify report type and single station being monitored)",,"B35011","Number of reports actually received","Number of reports actually received",,"Operational"
731.00,"35","Monitoring information","D35005","(Specify report type and WMO block being monitored)",,"B08021","Time significance","(24) Agreed time limit for report reception",,"Operational"
732.00,"35","Monitoring information","D35005","(Specify report type and WMO block being monitored)",,"B04004","Hour","Hour",,"Operational"
733.00,"35","Monitoring information","D35005","(Specify report type and WMO block being monitored)",,"B08021","Time significance","(25) Nominal reporting time",,"Operational"
734.00,"35","Monitoring information","D35005","(Specify report type and WMO block being monitored)",,"B04004","Hour","Hour",,"Operational"
735.00,"35","Monitoring information","D35005","(Specify report type and WMO block being monitored)",,"B35000","FM and regional code number","FM and Regional code number",,"Operational"
736.00,"35","Monitoring information","D35005","(Specify report type and WMO block being monitored)",,"B01001","WMO block number","WMO block number",,"Operational"
737.00,"35","Monitoring information","D35005","(Specify report type and WMO block being monitored)",,"B35011","Number of reports actually received","Number of reports actually received",,"Operational"
738.00,"35","Monitoring information","D35006","(Specify report type and WMO Region being monitored)",,"B08021","Time significance","(24) Agreed time limit for report reception",,"Operational"
739.00,"35","Monitoring information","D35006","(Specify report type and WMO Region being monitored)",,"B04004","Hour","Hour",,"Operational"
740.00,"35","Monitoring information","D35006","(Specify report type and WMO Region being monitored)",,"B08021","Time significance","(25) Nominal reporting time",,"Operational"
741.00,"35","Monitoring information","D35006","(Specify report type and WMO Region being monitored)",,"B04004","Hour","Hour",,"Operational"
742.00,"35","Monitoring information","D35006","(Specify report type and WMO Region being monitored)",,"B35000","FM and regional code number","FM and Regional code number",,"Operational"
743.00,"35","Monitoring information","D35006","(Specify report type and WMO Region being monitored)",,"B01003","WMO Region number/geographical area","WMO Region/geographical area",,"Operational"
744.00,"35","Monitoring information","D35006","(Specify report type and WMO Region being monitored)",,"B35011","Number of reports actually received","Number of reports actually received",,"Operational"
745.00,"35","Monitoring information","D35007","(Report type and multiple stations from one block being monitored)",,"B08021","Time significance","(24) Agreed time limit for report reception",,"Operational"
746.00,"35","Monitoring information","D35007","(Report type and multiple stations from one block being monitored)",,"B04004","Hour","Hour",,"Operational"
747.00,"35","Monitoring information","D35007","(Report type and multiple stations from one block being monitored)",,"B08021","Time significance","(25) Nominal reporting time",,"Operational"
748.00,"35","Monitoring information","D35007","(Report type and multiple stations from one block being monitored)",,"B04004","Hour","Hour",,"Operational"
749.00,"35","Monitoring information","D35007","(Report type and multiple stations from one block being monitored)",,"B35000","FM and regional code number","FM and Regional code number",,"Operational"
750.00,"35","Monitoring information","D35007","(Report type and multiple stations from one block being monitored)",,"B01001","WMO block number","WMO block number",,"Operational"
751.00,"35","Monitoring information","D35007","(Report type and multiple stations from one block being monitored)",,"R02000","Delayed replication descriptor","Delayed replication (2 descriptors) - count of stations",,"Operational"
752.00,"35","Monitoring information","D35007","(Report type and multiple stations from one block being monitored)",,"B01002","WMO station number","WMO station number",,"Operational"
753.00,"35","Monitoring information","D35007","(Report type and multiple stations from one block being monitored)",,"B35011","Number of reports actually received","Number of reports actually received",,"Operational"
754.00,"35","Monitoring information","D35010","(Monitoring a report type from multiple stations)",,"D35002","(Specify monitoring centre)","(Specify monitoring centre)",,"Operational"
755.00,"35","Monitoring information","D35010","(Monitoring a report type from multiple stations)",,"D35003","(Specify monitoring period)","(Specify monitoring period)",,"Operational"
756.00,"35","Monitoring information","D35010","(Monitoring a report type from multiple stations)",,"D35007","(Report type and multiple stations from one block being monitored)","(Specify report type and multiple stations being monitored)",,"Operational"
