"No","Category","CategoryOfSequences_en","FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
227.00,"01","Location and identification sequences","301049","(Radar beam data)",,"002112","Radar look angle","Radar look angle",,"Operational"
228.00,"01","Location and identification sequences","301049","(Radar beam data)",,"021062","Backscatter","Backscatter",,"Operational"
229.00,"01","Location and identification sequences","301049","(Radar beam data)",,"021063","Radiometric resolution (noise value)","Radiometric resolution (Noise value)",,"Operational"
230.00,"01","Location and identification sequences","301049","(Radar beam data)",,"021065","Missing packet counter","Missing packet counter",,"Operational"
231.00,"01","Location and identification sequences","301051","(Flight number, navigational system, date/time, location, phase of flight)",,"001006","Aircraft flight number","Aircraft flight number",,"Operational"
232.00,"01","Location and identification sequences","301051","(Flight number, navigational system, date/time, location, phase of flight)",,"002061","Aircraft navigational system","Navigational system",,"Operational"
233.00,"01","Location and identification sequences","301051","(Flight number, navigational system, date/time, location, phase of flight)",,"301011","Year, month, day","Date",,"Operational"
234.00,"01","Location and identification sequences","301051","(Flight number, navigational system, date/time, location, phase of flight)",,"301012","Hour, minute","Time",,"Operational"
235.00,"01","Location and identification sequences","301051","(Flight number, navigational system, date/time, location, phase of flight)",,"301021","Latitude/longitude (high accuracy)","Latitude, longitude",,"Operational"
236.00,"01","Location and identification sequences","301051","(Flight number, navigational system, date/time, location, phase of flight)",,"008004","Phase of aircraft flight","Phase of aircraft flight",,"Operational"
237.00,"01","Location and identification sequences","301055","(Identification and type of station, date/time, location (high accuracy), movement)",,"001005","Buoy/platform identifier","Buoy/platform identifier",,"Operational"
238.00,"01","Location and identification sequences","301055","(Identification and type of station, date/time, location (high accuracy), movement)",,"002001","Type of station","Type of station",,"Operational"
239.00,"01","Location and identification sequences","301055","(Identification and type of station, date/time, location (high accuracy), movement)",,"301011","Year, month, day","Date",,"Operational"
240.00,"01","Location and identification sequences","301055","(Identification and type of station, date/time, location (high accuracy), movement)",,"301012","Hour, minute","Time",,"Operational"
241.00,"01","Location and identification sequences","301055","(Identification and type of station, date/time, location (high accuracy), movement)",,"301021","Latitude/longitude (high accuracy)","Latitude and longitude (high accuracy)",,"Operational"
242.00,"01","Location and identification sequences","301055","(Identification and type of station, date/time, location (high accuracy), movement)",,"001012","Direction of motion of moving observing platform","Direction of motion of moving observing platform",,"Operational"
243.00,"01","Location and identification sequences","301055","(Identification and type of station, date/time, location (high accuracy), movement)",,"001014","Platform drift speed (high precision)","Platform drift speed (high precision)",,"Operational"
244.00,"01","Location and identification sequences","301058","(Universal lightning event)","Date/time of lightning event","301011","Year, month, day","Year, month, day",,"Operational"
245.00,"01","Location and identification sequences","301058","(Universal lightning event)","Date/time of lightning event","301012","Hour, minute","Hour, minute",,"Operational"
246.00,"01","Location and identification sequences","301058","(Universal lightning event)","Date/time of lightning event","201152","Change data width",,,"Operational"
247.00,"01","Location and identification sequences","301058","(Universal lightning event)","Date/time of lightning event","202135","Change scale",,,"Operational"
248.00,"01","Location and identification sequences","301058","(Universal lightning event)","Date/time of lightning event","004006","Second","Seconds",,"Operational"
249.00,"01","Location and identification sequences","301058","(Universal lightning event)","Date/time of lightning event","202000","Change scale",,,"Operational"
250.00,"01","Location and identification sequences","301058","(Universal lightning event)","Date/time of lightning event","201000","Change data width",,,"Operational"
251.00,"01","Location and identification sequences","301058","(Universal lightning event)","Horizontal and vertical coordinates of lightning event","301021","Latitude/longitude (high accuracy)","Latitude, longitude (high accuracy)",,"Operational"
252.00,"01","Location and identification sequences","301058","(Universal lightning event)","Horizontal and vertical coordinates of lightning event","020111","x-axis error ellipse major component","x-axis error ellipse",,"Operational"
253.00,"01","Location and identification sequences","301058","(Universal lightning event)","Horizontal and vertical coordinates of lightning event","020112","y-axis error ellipse minor component","y-axis error ellipse",,"Operational"
254.00,"01","Location and identification sequences","301058","(Universal lightning event)","Horizontal and vertical coordinates of lightning event","020113","z-axis error ellipse component","z-axis error ellipse",,"Operational"
255.00,"01","Location and identification sequences","301058","(Universal lightning event)","Horizontal and vertical coordinates of lightning event","020114","Angle of x-axis in error ellipse","Angle of x-axis in error ellipse",,"Operational"
256.00,"01","Location and identification sequences","301058","(Universal lightning event)","Horizontal and vertical coordinates of lightning event","020115","Angle of z-axis in error ellipse","Angle of z-axis in error ellipse",,"Operational"
257.00,"01","Location and identification sequences","301058","(Universal lightning event)","Horizontal and vertical coordinates of lightning event","020116","Emission height of cloud stroke","Emission height of cloud stroke",,"Operational"
258.00,"01","Location and identification sequences","301058","(Universal lightning event)","Emission information","020117","Amplitude of lightning strike","Amplitude of lightning strike",,"Operational"
259.00,"01","Location and identification sequences","301058","(Universal lightning event)","Emission information","020118","Lightning detection error","Lightning detection error",,"Operational"
