"No","Category","CategoryOfSequences_en","FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
333.00,"01","Location and identification sequences","D01090","(Surface station identification; time, horizontal and vertical coordinates)",,"D01021","Latitude/longitude (high accuracy)","Latitude, longitude (high accuracy)",,"Operational"
334.00,"01","Location and identification sequences","D01090","(Surface station identification; time, horizontal and vertical coordinates)",,"B07030","Height of station ground above mean sea level","Height of station ground above mean sea level",,"Operational"
335.00,"01","Location and identification sequences","D01090","(Surface station identification; time, horizontal and vertical coordinates)",,"B07031","Height of barometer above mean sea level","Height of barometer above mean sea level",,"Operational"
336.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02180","Main present weather detecting system","Main present weather detecting system",,"Operational"
337.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02181","Supplementary present weather sensor","Supplementary present weather sensor",,"Operational"
338.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02182","Visibility measurement system","Visibility measurement system",,"Operational"
339.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02183","Cloud detection system","Cloud detection system",,"Operational"
340.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02184","Type of lightning detection sensor","Type of lightning detection sensor",,"Operational"
341.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02179","Type of sky condition algorithm","Type of sky condition algorithm",,"Operational"
342.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02186","Capability to detect precipitation phenomena","Capability to detect precipitation phenomena",,"Operational"
343.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02187","Capability to detect other weather phenomena","Capability to detect other weather phenomena",,"Operational"
344.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02188","Capability to detect obscuration","Capability to detect obscuration",,"Operational"
345.00,"01","Location and identification sequences","D01091","(Surface station instrumentation)",,"B02189","Capability to discriminate lightning strikes","Capability to discriminate lightning strikes",,"Operational"
346.00,"01","Location and identification sequences","D01092","(Mobile surface station identification, date/time, horizontal and vertical coordinates)",,"B01011","Ship or mobile land station identifier","Mobile land station identifier",,"Operational"
347.00,"01","Location and identification sequences","D01092","(Mobile surface station identification, date/time, horizontal and vertical coordinates)",,"B01003","WMO Region number/geographical area","WMO Region number",,"Operational"
348.00,"01","Location and identification sequences","D01092","(Mobile surface station identification, date/time, horizontal and vertical coordinates)",,"B02001","Type of station","Type of station",,"Operational"
349.00,"01","Location and identification sequences","D01092","(Mobile surface station identification, date/time, horizontal and vertical coordinates)",,"D01011","Year, month, day","Year, month, day",,"Operational"
350.00,"01","Location and identification sequences","D01092","(Mobile surface station identification, date/time, horizontal and vertical coordinates)",,"D01012","Hour, minute","Hour, minute",,"Operational"
351.00,"01","Location and identification sequences","D01092","(Mobile surface station identification, date/time, horizontal and vertical coordinates)",,"D01021","Latitude/longitude (high accuracy)","Latitude (high accuracy), longitude (high accuracy)",,"Operational"
352.00,"01","Location and identification sequences","D01092","(Mobile surface station identification, date/time, horizontal and vertical coordinates)",,"B07030","Height of station ground above mean sea level","Height of station ground above mean sea level",,"Operational"
353.00,"01","Location and identification sequences","D01092","(Mobile surface station identification, date/time, horizontal and vertical coordinates)",,"B07031","Height of barometer above mean sea level","Height of barometer above mean sea level",,"Operational"
354.00,"01","Location and identification sequences","D01092","(Mobile surface station identification, date/time, horizontal and vertical coordinates)",,"B33024","Station elevation quality mark (for mobile stations)","Station elevation quality mark",,"Operational"
355.00,"01","Location and identification sequences","D01093","(Ship identification, movement, date/time, horizontal and vertical coordinates)",,"D01036","Ship","Ship identification",,"Operational"
356.00,"01","Location and identification sequences","D01093","(Ship identification, movement, date/time, horizontal and vertical coordinates)",,"B07030","Height of station ground above mean sea level","Height of station platform above mean sea level",,"Operational"
357.00,"01","Location and identification sequences","D01093","(Ship identification, movement, date/time, horizontal and vertical coordinates)",,"B07031","Height of barometer above mean sea level","Height of barometer above mean sea level",,"Operational"
358.00,"01","Location and identification sequences","D01110","(Identification of launch site and instrumentation for wind measurements)",,"D01001","WMO block and station numbers","WMO block number, WMO station number",,"Operational"
359.00,"01","Location and identification sequences","D01110","(Identification of launch site and instrumentation for wind measurements)",,"B01011","Ship or mobile land station identifier","Ship or mobile land station identifier",,"Operational"
360.00,"01","Location and identification sequences","D01110","(Identification of launch site and instrumentation for wind measurements)",,"B02011","Radiosonde type","Radiosonde type",,"Operational"
361.00,"01","Location and identification sequences","D01110","(Identification of launch site and instrumentation for wind measurements)",,"B02014","Tracking technique/status of system used","Tracking technique/status of system used",,"Operational"
362.00,"01","Location and identification sequences","D01110","(Identification of launch site and instrumentation for wind measurements)",,"B02003","Type of measuring equipment used","Type of measuring equipment used",,"Operational"
363.00,"01","Location and identification sequences","D01111","(Identification of launch site and instrumentation for P, T, U and wind measurements)",,"D01001","WMO block and station numbers","WMO block number, WMO station number",,"Operational"
364.00,"01","Location and identification sequences","D01111","(Identification of launch site and instrumentation for P, T, U and wind measurements)",,"B01011","Ship or mobile land station identifier","Ship or mobile land station identifier",,"Operational"
365.00,"01","Location and identification sequences","D01111","(Identification of launch site and instrumentation for P, T, U and wind measurements)",,"B02011","Radiosonde type","Radiosonde type",,"Operational"
366.00,"01","Location and identification sequences","D01111","(Identification of launch site and instrumentation for P, T, U and wind measurements)",,"B02013","Solar and infrared radiation correction","Solar and infrared radiation correction",,"Operational"
